id,tag,timestamp,value
800,Evaluate/mIoU,1680421411543,0.7089447975158691
1600,Evaluate/mIoU,1680422810624,0.7381137013435364
2400,Evaluate/mIoU,1680424202055,0.7534943222999573
3200,Evaluate/mIoU,1680425604471,0.7609226107597351
4000,Evaluate/mIoU,1680426985639,0.7726051807403564
4800,Evaluate/mIoU,1680428364017,0.7787075638771057
5600,Evaluate/mIoU,1680429747633,0.7809171676635742
6400,Evaluate/mIoU,1680431092774,0.7836965322494507
7200,Evaluate/mIoU,1680432425932,0.7878868579864502
8000,Evaluate/mIoU,1680433768255,0.7889212369918823
8800,Evaluate/mIoU,1680435146268,0.7883504629135132
9600,Evaluate/mIoU,1680436534016,0.7953144311904907
10400,Evaluate/mIoU,1680437898083,0.7961037158966064
11200,Evaluate/mIoU,1680439285341,0.7983365058898926
12000,Evaluate/mIoU,1680440660983,0.8003591299057007
12800,Evaluate/mIoU,1680442034842,0.8017175197601318
13600,Evaluate/mIoU,1680443414278,0.8025436401367188
14400,Evaluate/mIoU,1680444797422,0.8035295009613037
15200,Evaluate/mIoU,1680446188860,0.8040655255317688
16000,Evaluate/mIoU,1680447560285,0.8047385215759277
