id,tag,timestamp,value
800,Evaluate/mIoU,1680334281258,0.4949455261230469
1600,Evaluate/mIoU,1680335313082,0.5862823724746704
2400,Evaluate/mIoU,1680336349024,0.635541558265686
3200,Evaluate/mIoU,1680337382815,0.6518786549568176
4000,Evaluate/mIoU,1680338422748,0.6880022883415222
4800,Evaluate/mIoU,1680339461790,0.6854518055915833
5600,Evaluate/mIoU,1680340504018,0.7043922543525696
6400,Evaluate/mIoU,1680341548488,0.7222719788551331
7200,Evaluate/mIoU,1680342591647,0.7242395281791687
8000,Evaluate/mIoU,1680343641660,0.730017364025116
8800,Evaluate/mIoU,1680344686939,0.7343346476554871
9600,Evaluate/mIoU,1680345736317,0.7378979325294495
10400,Evaluate/mIoU,1680346771023,0.7388285398483276
11200,Evaluate/mIoU,1680347804069,0.7495071887969971
12000,Evaluate/mIoU,1680348849847,0.7479642629623413
12800,Evaluate/mIoU,1680349885793,0.7520281076431274
13600,Evaluate/mIoU,1680350931716,0.756332278251648
14400,Evaluate/mIoU,1680351961216,0.7574255466461182
15200,Evaluate/mIoU,1680353007338,0.7583009600639343
16000,Evaluate/mIoU,1680354050211,0.7591597437858582
