id,tag,timestamp,value
10,Train/lr,1680333251993,0.009994937106966972
20,Train/lr,1680333263769,0.009989311918616295
30,Train/lr,1680333275634,0.009983685798943043
40,Train/lr,1680333287498,0.00997805967926979
50,Train/lr,1680333299395,0.009972433559596539
60,Train/lr,1680333311317,0.009966806508600712
70,Train/lr,1680333323285,0.009961179457604885
80,Train/lr,1680333335283,0.009955551475286484
90,Train/lr,1680333347271,0.009949923492968082
100,Train/lr,1680333359287,0.009944295510649681
110,Train/lr,1680333371282,0.009938666597008705
120,Train/lr,1680333383317,0.00993303768336773
130,Train/lr,1680333395320,0.009927407838404179
140,Train/lr,1680333407326,0.009921777993440628
150,Train/lr,1680333419347,0.009916148148477077
160,Train/lr,1680333432564,0.009910518303513527
170,Train/lr,1680333444584,0.009904887527227402
180,Train/lr,1680333456602,0.009899255819618702
190,Train/lr,1680333468623,0.009893624112010002
200,Train/lr,1680333480666,0.009887992404401302
210,Train/lr,1680333492697,0.009882360696792603
220,Train/lr,1680333504745,0.009876728057861328
230,Train/lr,1680333516770,0.009871094487607479
240,Train/lr,1680333528795,0.009865461848676205
250,Train/lr,1680333540831,0.009859828278422356
260,Train/lr,1680333552860,0.009854193776845932
270,Train/lr,1680333564902,0.009848559275269508
280,Train/lr,1680333576939,0.009842924773693085
290,Train/lr,1680333588958,0.009837289340794086
300,Train/lr,1680333600985,0.009831653907895088
310,Train/lr,1680333613021,0.00982601847499609
320,Train/lr,1680333626199,0.009820382110774517
330,Train/lr,1680333638226,0.009814745746552944
340,Train/lr,1680333650265,0.009809108451008797
350,Train/lr,1680333662322,0.009803472086787224
360,Train/lr,1680333674352,0.009797833859920502
370,Train/lr,1680333686394,0.009792196564376354
380,Train/lr,1680333698455,0.009786557406187057
390,Train/lr,1680333710482,0.009780919179320335
400,Train/lr,1680333722526,0.009775280021131039
410,Train/lr,1680333734560,0.009769640862941742
420,Train/lr,1680333746596,0.00976400077342987
430,Train/lr,1680333758629,0.009758360683918
440,Train/lr,1680333770656,0.009752720594406128
450,Train/lr,1680333782679,0.009747079573571682
460,Train/lr,1680333794692,0.009741438552737236
470,Train/lr,1680333806716,0.009735796600580215
480,Train/lr,1680333819738,0.009730154648423195
490,Train/lr,1680333831765,0.009724512696266174
500,Train/lr,1680333843799,0.009718869812786579
510,Train/lr,1680333855833,0.009713226929306984
520,Train/lr,1680333867862,0.009707583114504814
530,Train/lr,1680333879916,0.009701939299702644
540,Train/lr,1680333891958,0.009696295484900475
550,Train/lr,1680333903975,0.00969065073877573
560,Train/lr,1680333916061,0.009685005992650986
570,Train/lr,1680333928102,0.009679361246526241
580,Train/lr,1680333940148,0.009673715569078922
590,Train/lr,1680333952191,0.009668068960309029
600,Train/lr,1680333964215,0.00966242328286171
610,Train/lr,1680333976238,0.009656776674091816
620,Train/lr,1680333988259,0.009651129133999348
630,Train/lr,1680334002093,0.00964548159390688
640,Train/lr,1680334014103,0.009639834053814411
650,Train/lr,1680334026128,0.009634185582399368
660,Train/lr,1680334038152,0.009628537110984325
670,Train/lr,1680334050183,0.009622888639569283
680,Train/lr,1680334062226,0.009617239236831665
690,Train/lr,1680334074257,0.009611589834094048
700,Train/lr,1680334086312,0.009605939500033855
710,Train/lr,1680334098367,0.009600289165973663
720,Train/lr,1680334110429,0.009594638831913471
730,Train/lr,1680334122480,0.009588987566530704
740,Train/lr,1680334134521,0.009583336301147938
750,Train/lr,1680334146561,0.009577684104442596
760,Train/lr,1680334158599,0.009572031907737255
770,Train/lr,1680334170626,0.00956637877970934
780,Train/lr,1680334182650,0.009560726583003998
790,Train/lr,1680334195804,0.009555072523653507
800,Train/lr,1680334207823,0.009549419395625591
810,Train/lr,1680334293161,0.0095437653362751
820,Train/lr,1680334305064,0.009538110345602036
830,Train/lr,1680334316994,0.009532456286251545
840,Train/lr,1680334328944,0.009526800364255905
850,Train/lr,1680334340928,0.00952114537358284
860,Train/lr,1680334352917,0.0095154894515872
870,Train/lr,1680334364932,0.009509832598268986
880,Train/lr,1680334376968,0.009504175744950771
890,Train/lr,1680334388974,0.009498518891632557
900,Train/lr,1680334400977,0.009492862038314342
910,Train/lr,1680334413000,0.009487204253673553
920,Train/lr,1680334425026,0.00948154553771019
930,Train/lr,1680334437090,0.009475886821746826
940,Train/lr,1680334449111,0.009470228105783463
950,Train/lr,1680334463163,0.009464568458497524
960,Train/lr,1680334475213,0.009458908811211586
970,Train/lr,1680334487268,0.009453249163925648
980,Train/lr,1680334499326,0.009447588585317135
990,Train/lr,1680334511396,0.009441928006708622
1000,Train/lr,1680334523456,0.009436266496777534
1010,Train/lr,1680334535531,0.009430604986846447
1020,Train/lr,1680334547604,0.00942494347691536
1030,Train/lr,1680334559694,0.009419281035661697
1040,Train/lr,1680334571734,0.00941361766308546
1050,Train/lr,1680334583795,0.009407955221831799
1060,Train/lr,1680334595831,0.009402291849255562
1070,Train/lr,1680334607922,0.00939662754535675
1080,Train/lr,1680334619973,0.00939096324145794
1090,Train/lr,1680334632059,0.009385298937559128
1100,Train/lr,1680334645582,0.009379633702337742
1110,Train/lr,1680334657629,0.009373968467116356
1120,Train/lr,1680334669689,0.00936830323189497
1130,Train/lr,1680334681775,0.00936263706535101
1140,Train/lr,1680334693843,0.009356969967484474
1150,Train/lr,1680334705915,0.009351302869617939
1160,Train/lr,1680334717997,0.009345635771751404
1170,Train/lr,1680334730126,0.009339968673884869
1180,Train/lr,1680334742190,0.009334300644695759
1190,Train/lr,1680334754249,0.009328631684184074
1200,Train/lr,1680334766293,0.00932296272367239
1210,Train/lr,1680334778361,0.009317293763160706
1220,Train/lr,1680334790423,0.009311624802649021
1230,Train/lr,1680334802480,0.009305954910814762
1240,Train/lr,1680334814528,0.009300284087657928
1250,Train/lr,1680334826610,0.009294613264501095
1260,Train/lr,1680334839669,0.009288942441344261
1270,Train/lr,1680334851739,0.009283270686864853
1280,Train/lr,1680334863809,0.009277598932385445
1290,Train/lr,1680334875855,0.009271927177906036
1300,Train/lr,1680334887926,0.009266254492104053
1310,Train/lr,1680334900014,0.009260580874979496
1320,Train/lr,1680334912102,0.009254907257854939
1330,Train/lr,1680334924173,0.009249233640730381
1340,Train/lr,1680334936266,0.009243560023605824
1350,Train/lr,1680334948332,0.009237885475158691
1360,Train/lr,1680334960392,0.009232209995388985
1370,Train/lr,1680334972453,0.009226534515619278
